Name,Address,University,BusinessType,Neighborhood,City,State,NumRatings,Rating,Latitude,Longitude
Tabsh Khalil MD,200 Ucla Medical Plz Westwood Los Angeles CA 90095,'University of California - Los Angeles','Doctors' 'Health and Medical' 'Obstetricians and Gynecologists','Westwood',Los Angeles,CA,16,3.5,34.06581425,-118.4458351
Shadyside Nail Salon,5440 Centre Ave Ste 2 Shadyside Pittsburgh PA 15232,'Carnegie Mellon University','Nail Salons' 'Beauty and Spas','Shadyside',Pittsburgh,PA,14,3,40.456426,-79.9365771
Janitzio Mexican Restaurant,600 W Martin Luther King Blvd West Campus Austin TX 78701,'University of Texas - Austin','Mexican' 'Restaurants','West Campus' 'University of Texas',Austin,TX,32,3,30.2826461,-97.7444319
Atkins Fruit Bowl,1150 West St Amherst MA 01002,'University of Massachusetts - Amherst','Bakeries' 'Shopping' 'Florists' 'Food' 'Caterers' 'Specialty Food' 'Event Planning & Services' 'Flowers & Gifts' 'Fruits & Veggies',,Amherst,MA,4,5,42.318777,-72.5286161
Rodeway Inn-University Downtown,2900 N I H 35 University of Texas Austin TX 78705,'University of Texas - Austin','Hotels & Travel' 'Event Planning & Services' 'Hotels','University of Texas',Austin,TX,3,3,30.293042,-97.737245
Lhasa Karnak Herb Company,2482 Telegraph Ave Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Herbs and Spices' 'Specialty Food' 'Food','Telegraph Ave' 'UC Campus Area',Berkeley,CA,48,4.5,37.8654404,-122.2586533
Robert Crown Law Library,559 Nathan Abbott Way Stanford CA 94305,'Stanford University','Libraries' 'Public Services & Government',,Stanford,CA,2,4,37.4242821,-122.1681772
Ground Zero Performance Cafe,USC Campus 615 Childs Wy South Los Angeles Los Angeles CA 90089,'University of Southern California','Coffee & Tea' 'Music Venues' 'Food' 'Bagels' 'Arts & Entertainment' 'Nightlife','South Los Angeles',Los Angeles,CA,50,4,34.0189304,-118.2821311
Mi Ranchito,346 Atwood St Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Specialty Food' 'Ethnic Food' 'Food','Oakland',Pittsburgh,PA,6,3,40.438522,-79.954808
Varsity Barber Shop,105 E Liberty St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Barbers' 'Beauty and Spas','Downtown Ann Arbor',Ann Arbor,MI,10,4,42.2796037,-83.7483841
Wegmans Food and Pharmacy,240 Nassau Park Blvd Princeton NJ 08540,'Princeton University','Food' 'Grocery',,Princeton,NJ,59,4.5,40.3033885,-74.6757875
My Mechanic,4141 Greenbriar West University Houston TX 77098,'Rice University','Auto Repair' 'Automotive','West University',Houston,TX,5,3,29.728827,-95.412464
Star Wok,2062 N Mills Ave Claremont CA 91711,'Harvey Mudd College','Chinese' 'Restaurants',,Claremont,CA,13,3.5,34.1212047,-117.7071588
Nonpareil Studio,208 1/2 S 4th Ave Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Local Services' 'Sewing & Alterations','Downtown Ann Arbor',Ann Arbor,MI,14,5,42.2801452,-83.7474545
UPMC Urgent Care,5231 Centre Ave Bloomfield Pittsburgh PA 15232,'Carnegie Mellon University','Health and Medical' 'Urgent Care','Bloomfield',Pittsburgh,PA,3,4.5,40.455822,-79.940481
Rams Copy Center,4144 University Way NE University District Seattle WA 98105,'University of Washington','Local Services' 'Printing Services','University District',Seattle,WA,7,4.5,47.6581089,-122.3131922
Jane Addams Book Shop,208 N Neil St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Books Mags Music and Video' 'Shopping' 'Bookstores',,Champaign,IL,10,4.5,40.1176742,-88.2434085
Headlines Salon Inc,University Village Mall 2623 NE University Village St Ste 60 University District Seattle WA 98105,'University of Washington','Hair Salons' 'Beauty and Spas','University District',Seattle,WA,20,3.5,47.663304,-122.2991259
Cafe 88,2880 Torrey Pines Scenic Dr San Diego CA 92037,'University of California - San Diego','Cafes' 'Restaurants',,San Diego,CA,5,2,32.8876966,-117.2436256
Swirll,2310 Guadalupe St The Drag Austin TX 78705,'University of Texas - Austin','Food' 'Ice Cream & Frozen Yogurt','The Drag' 'West Campus' 'University of Texas',Austin,TX,39,3,30.2867536,-97.741761
Peter's Pub,116 Oakland Ave Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Pubs' 'Bars' 'Nightlife' 'Restaurants','Oakland',Pittsburgh,PA,21,3,40.4418075,-79.9573849
Meaghan Faragasso,8930 University Ctr Ln University City San Diego CA 92122,'University of California - San Diego','Active Life' 'Trainers' 'Fitness & Instruction','University City',San Diego,CA,4,4,32.8702939,-117.2261106
Peter J McDonald DMD,5 Jfk St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Health and Medical' 'Dentists' 'General Dentistry','Harvard Square',Cambridge,MA,8,3,42.3735269,-71.1196852
Wilkes Bashford,450 Stanford Shopping Ctr Palo Alto CA 94309,'Stanford University',"u""Women's Clothing"" u""Men's Clothing"" 'Fashion' 'Shopping'",,Palo Alto,CA,18,2.5,37.4436525,-122.1722311
Shannon Glover,4225 Executive Square Ste 600 La Jolla CA 92037,'University of California - San Diego','Professional Services' 'Lawyers',,La Jolla,CA,3,5,32.8742128,-117.2154583
Logan Restaurant,115 W Washington St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','American (New)' 'Restaurants','Downtown Ann Arbor',Ann Arbor,MI,95,4,42.2805075,-83.7493279
University of Pittsburgh Medical Center,200 Lothrop St Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Doctors' 'Hospitals' 'Health and Medical' 'Medical Centers','Oakland',Pittsburgh,PA,4,4,40.4419009,-79.9604392
Wing Fiesta,2475 Bancroft Way UC Campus Area Berkeley CA 94704,'University of California at Berkeley','Food' 'Beer Wine & Spirits' 'Chicken Wings' 'Restaurants','UC Campus Area',Berkeley,CA,5,4,37.8686679,-122.2597479
Muzio's Grocery,857 Higuera St San Luis Obispo CA 93401,'California Polytechnic State University','Grocery' 'Food' 'Specialty Food' 'Delis' 'Meat Shops' 'Restaurants',,San Luis Obispo,CA,39,3.5,35.2801253,-120.6624423
Grand Prize Bar,1010 Banks Museum District Houston TX 77006,'Rice University','Bars' 'Nightlife','Museum District',Houston,TX,94,4,29.730376,-95.391648
Foley's Deli,2312 Telegraph Ave Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Sandwiches' 'Restaurants','Telegraph Ave' 'UC Campus Area',Berkeley,CA,2,5,37.868272,-122.259354
Perk's,553 Manhattan Ave Harlem New York NY 10027,'Columbia University','Wine Bars' 'Bars' 'American (New)' 'Nightlife' 'Restaurants','Harlem',New York,NY,7,3,40.809463,-73.953895
Boston Chowda Co,36 JFK St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Restaurants','Harvard Square',Cambridge,MA,7,2.5,42.3726417,-71.1198562
Bartell Drugs,4344 University Way NE University District Seattle WA 98105,'University of Washington','Shopping' 'Photography Stores & Services' 'Drugstores','University District',Seattle,WA,21,3.5,47.661173,-122.313111
Rice University Running Trail,6100 Main St West University Houston TX 77030,'Rice University','Active Life','West University',Houston,TX,32,4,29.716516,-95.403223
Mo's Smokehouse BBQ,1005 Monterey San Luis Obispo CA 93401,'California Polytechnic State University','Barbeque' 'Restaurants',,San Luis Obispo,CA,137,3.5,35.2818039,-120.6611766
Christina Francis Massage Therapy,44 Pearl Street Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Massage' 'Beauty and Spas','Central Square',Cambridge,MA,4,5,42.3636989,-71.103411
The Atlanta Film Festival,535 Means St NW Atlanta GA 30318,'Georgia Institute of Technology','Arts & Entertainment' 'Cinema',,Atlanta,GA,2,4,33.7727998,-84.4052793
Trevisio,6550 Bertner Medical Center Houston TX 77030,'Rice University','Italian' 'Restaurants','Medical Center',Houston,TX,14,3.5,29.7095836,-95.3984878
Dee Dee's Tavern,647 Watervliet Shaker Rd Latham NY 12110,'Rensselaer Polytechnic Institute','Bars' 'Nightlife',,Latham,NY,2,3.5,42.7375922,-73.7723049
Mel Kurtulus MD,9850 Genesee Ave #640 La Jolla CA 92037,'University of California - San Diego','Doctors' 'Health and Medical',,La Jolla,CA,3,5,32.882894,-117.22631
Expo-E-Mart,1101 University Blvd Takoma Park MD 20912,'University of Maryland - College Park','Food' 'Grocery',,Takoma Park,MD,2,4,38.989872,-76.98999
Shades of Glass,2016 W Foothill Blvd Upland CA 91786,'Harvey Mudd College','Automotive' 'Auto Glass Services',,Upland,CA,4,5,34.1066585,-117.6909304
O'Hara's Fish House,3900 Chestnut St University City Philadelphia PA 19104,'University of Pennsylvania','Seafood' 'Restaurants','University City',Philadelphia,PA,2,2.5,39.9549304,-75.2001318
Teaberry Frozen Yogurt & Cafe,847 Higuera St San Luis Obispo CA 93401,'California Polytechnic State University','Food' 'Ice Cream & Frozen Yogurt' 'Sandwiches' 'Restaurants',,San Luis Obispo,CA,17,4.5,35.2799972,-120.662662
Dunkin Donuts,275 Thayer St College Hill Providence RI 02906,'Brown University','Food' 'Donuts' 'Coffee & Tea','College Hill',Providence,RI,6,4,41.8294876,-71.4007247
Juniper,311 Brown St. West Lafayette IN 47906,'Purdue University',"u""Women's Clothing"" 'Fashion' 'Shopping'",,West Lafayette,IN,3,4,40.4220252,-86.901582
Home Plate Sports Cafe,9500 Gilman Dr San Diego CA 92093,'University of California - San Diego','Bars' 'Sports Bars' 'Nightlife',,San Diego,CA,48,3.5,32.88556976,-117.2399998
Shadyside Inn Suites,5405 5th Ave Shadyside Pittsburgh PA 15232,'Carnegie Mellon University','Hotels & Travel' 'Event Planning & Services' 'Hotels','Shadyside',Pittsburgh,PA,11,3.5,40.448882,-79.933985
Ruth Chandler Williamson Gallery - Scripps College,251 E 11th St Claremont CA 91711,'Harvey Mudd College','Arts & Entertainment' 'Art Galleries' 'Shopping',,Claremont,CA,2,1,34.1044136,-117.7123203
Quickly,10 Dorrance St Ste 10 DownCity Providence RI 02903,'Brown University','Food' 'Coffee & Tea' 'Juice Bars & Smoothies' 'Chinese' 'Restaurants','DownCity',Providence,RI,15,3,41.8240905,-71.412245
Kaleidoscope Books and Collectibles,200 N 4th Ave Kerrytown Ann Arbor Ann Arbor MI 48113,'University of Michigan - Ann Arbor','Books Mags Music and Video' 'Shopping' 'Antiques' 'Bookstores','Kerrytown Ann Arbor',Ann Arbor,MI,3,4.5,42.2822828,-83.747258
Proteus Bicycles,9217 Baltimore Ave College Park MD 20740,'University of Maryland - College Park','Sporting Goods' 'Bikes' 'Shopping',,College Park,MD,22,5,39.0064677,-76.929662
Blue Mercury,72 Palmer Sq W Princeton NJ 08542,'Princeton University','Shopping' 'Cosmetics & Beauty Supply' 'Beauty and Spas',,Princeton,NJ,12,3,40.3505802,-74.662018
Rana Halal Cuisine,3513 Lancaster Ave Powelton Village Philadelphia PA 19104,'University of Pennsylvania','Middle Eastern' 'Halal' 'Restaurants','Powelton Village' 'University City',Philadelphia,PA,2,2,39.9582825,-75.1928223
Ideal Nails,932 W Foothill Blvd Claremont CA 91711,'Harvey Mudd College','Nail Salons' 'Beauty and Spas',,Claremont,CA,2,3,34.1069689,-117.7327498
Regency Suites Hotel,975 W Peachtree Street NW Midtown Atlanta GA 30309,'Georgia Institute of Technology','Hotels & Travel' 'Event Planning & Services' 'Hotels','Midtown',Atlanta,GA,9,4,33.7812484,-84.3875017
Yelp Field Trip - You Call That Art?,David Brower Ctr 2150 Allston Way Downtown Berkeley Berkeley CA 94704,'University of California at Berkeley','Local Flavor','Downtown Berkeley' 'UC Campus Area',Berkeley,CA,3,5,37.8694351,-122.2664429
The Commonplace Coffeehouse,5827 Forbes Ave Squirrel Hill Pittsburgh PA 15217,'Carnegie Mellon University','Food' 'Coffee & Tea','Squirrel Hill',Pittsburgh,PA,31,4.5,40.4380807,-79.9215358
Taco Bell At Cambridgeside Galleria,100 Cambridgeside Place Ofc Harvard Square Cambridge MA 02141,'Massachusetts Institute of Technology' 'Harvard University',,'Harvard Square',Cambridge,MA,2,4,42.3736158,-71.1097335
Northway Toyota,727 New Loudon Rd Latham NY 12110,'Rensselaer Polytechnic Institute','Automotive' 'Car Dealers',,Latham,NY,2,3,42.740696,-73.760467
Udublicious,4131 University Way NE University District Seattle WA 98105,'University of Washington',,'University District',Seattle,WA,2,3.5,47.657798,-122.3133583
Shear Pleasure,4730 Cherry Hill Rd College Park MD 20740,'University of Maryland - College Park','Hair Salons' 'Beauty and Spas',,College Park,MD,17,3.5,39.016059,-76.9304213
Central Square Florist,653 Massachusetts Ave Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Flowers & Gifts' 'Shopping' 'Florists','Central Square',Cambridge,MA,43,4,42.3656385,-71.103674
Charter Communications,575 S Lake Ave Pasadena Pasadena CA 91101,'California Institute of Technology',,'Pasadena',Pasadena,CA,2,1.5,34.13663,-118.132488
Grant Park,1200 Cordova St Pasadena Pasadena CA 91106,'California Institute of Technology','Active Life' 'Parks','Pasadena',Pasadena,CA,4,4.5,34.1426445,-118.1259403
Petsmart Petshotel,8657 Villa La Jolla Dr La Jolla La Jolla CA 92037,'University of California - San Diego','Pet Services' 'Pet Boarding/Pet Sitting' 'Pets','La Jolla',La Jolla,CA,13,3,32.8646622,-117.2317657
Yuca Mexican Products,1349 Amsterdam Ave Harlem New York NY 10027,'Columbia University','Food' 'Grocery','Harlem',New York,NY,3,3.5,40.8137072,-73.9558424
Turning Point Gallery,University Mall 201 S Estes Dr Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Arts & Entertainment' 'Art Galleries' 'Shopping',,Chapel Hill,NC,4,3.5,35.9265084,-79.0280732
The Connection,308-310 Stewart Ave. Ithaca NY 14850,'Cornell University','Pizza' 'Restaurants',,Ithaca,NY,12,3,42.441984,-76.490042
Vuz Lounge,3457 Bethel Dr West Lafayette IN 47906,'Purdue University','Nightlife' 'Korean' 'Bars' 'Lounges' 'Restaurants',,West Lafayette,IN,2,4,40.4664579,-86.9542551
Vietnam Restaurant,208 Dryden Rd Ithaca NY 14850,'Cornell University','Restaurants' 'Vietnamese',,Ithaca,NY,21,3,42.441837,-76.484625
People's Market,Student Union Building 41 Campus Center Way Amherst MA 01003,'University of Massachusetts - Amherst','Food' 'Convenience Stores',,Amherst,MA,3,5,42.3911712,-72.5309466
Plantation Inn,1285 Dryden Rd Ithaca NY 14850,'Cornell University','Dive Bars' 'Bars' 'Nightlife' 'Restaurants',,Ithaca,NY,6,4,42.466562,-76.411034
Second Time Around,294 Thayer St College Hill Providence RI 02906,'Brown University','Used Vintage & Consignment' 'Fashion' 'Shopping','College Hill',Providence,RI,27,3.5,41.8299657,-71.4009791
Saigon Kitchen,526 W State St Ithaca NY 14850,'Cornell University','Restaurants' 'Asian Fusion' 'Vietnamese',,Ithaca,NY,44,4.5,42.4395,-76.507461
The Beehive,102 East Weaver Street Carrboro NC 27510,'University of North Carolina - Chapel Hill','Hair Salons' 'Beauty and Spas',,Carrboro,NC,10,3.5,35.911097,-79.072233
Fune Sushi Bar & Ultralounge,860 Peachtree St. Midtown Atlanta GA 30308,'Georgia Institute of Technology','Bars' 'Sushi Bars' 'Nightlife' 'Lounges' 'Restaurants','Midtown',Atlanta,GA,6,3,33.7780997,-84.3843935
Vagabond Inn,3101 S Figueroa St South Los Angeles Los Angeles CA 90007,'University of Southern California','Hotels & Travel' 'Bed & Breakfast' 'Event Planning & Services' 'Hotels','South Los Angeles',Los Angeles,CA,17,3,34.024245,-118.278733
Spin,5744 Ellsworth Ave Shadyside Pittsburgh PA 15232,'Carnegie Mellon University','Bars' 'Nightlife','Shadyside',Pittsburgh,PA,13,4,40.4557138,-79.9311175
The Fubar Lounge,306 1/2 E Green St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Bars' 'Nightlife' 'Lounges',,Champaign,IL,9,2,40.110443,-88.234443
Flor Blanca Restaurant,1279 W Jefferson Blvd South Los Angeles Los Angeles CA 90007,'University of Southern California','Latin American' 'Salvadoran' 'Restaurants','South Los Angeles',Los Angeles,CA,28,4,34.0255141,-118.2939713
Miyake,Ithaca NY 14850,'Cornell University','Japanese' 'Restaurants',,Ithaca,NY,12,2.5,42.4406284,-76.4966071
Carol Roeda Studio,319 S Main St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Arts & Crafts' 'Arts & Entertainment' 'Art Galleries' 'Shopping','Downtown Ann Arbor',Ann Arbor,MI,2,4,42.279255,-83.7484
Sunney's Cafe,4736 University Way NE University District Seattle WA 98105,'University of Washington','Food' 'Coffee & Tea' 'Korean' 'Restaurants','University District',Seattle,WA,16,3.5,47.664211,-122.312755
PR Fitness,255 E Liberty Charter Township Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Active Life' 'Trainers' 'Fitness & Instruction','Downtown Ann Arbor',Ann Arbor,MI,3,5,42.2795282,-83.7464879
Miss Saigon,96 N Pleasant St Amherst MA 01002,'University of Massachusetts - Amherst','Restaurants' 'Vietnamese',,Amherst,MA,50,3.5,42.377159,-72.5204679
Heidi Freeman MD,1035 Peach St Ste 301 San Luis Obispo CA 93401,'California Polytechnic State University','Doctors' 'Health and Medical' 'Obstetricians and Gynecologists',,San Luis Obispo,CA,6,2.5,35.284595,-120.6627449
Complete Clothing,1904 Guadalupe St Ste c The Drag Austin TX 78705,'University of Texas - Austin',"u""Men's Clothing"" 'Fashion' 'Shopping'",'The Drag' 'West Campus' 'University of Texas',Austin,TX,3,4.5,30.282328,-97.742442
Chow,1009 Monterey St San Luis Obispo CA 93401,'California Polytechnic State University','Asian Fusion' 'Restaurants',,San Luis Obispo,CA,20,2.5,35.281685,-120.660649
Goldstein Chrysler Jeep of Latham,613 New Loudon Rd Latham NY 12110,'Rensselaer Polytechnic Institute','Auto Repair' 'Automotive' 'Car Dealers',,Latham,NY,2,3,42.7299237,-73.7607554
Espia's Restaurant,109 Yale Ave Claremont CA 91711,'Harvey Mudd College','Mexican' 'Restaurants',,Claremont,CA,115,3,34.0948372,-117.7179003
Jupiter's Pizzeria & Billiards,39 E Main St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Bars' 'Pool Halls' 'Nightlife' 'Lounges' 'Restaurants' 'Pizza',,Champaign,IL,44,4,40.1175906,-88.2413072
Lehigh Valley House Restaurant,801 W Buffalo St Ithaca NY 14850,'Cornell University','Restaurants',,Ithaca,NY,3,4.5,42.440713,-76.512728
